nome,tipologia,tel,email,web,link1,link2,tipoticket,datamodifica,abstract,descrizione,comune,codice_istat,provincia,datainizio,datafine,foto_con_autore
&#34 DIAMOCI TEMPO&#34  - Stagione Teatrale 2015/2016,rassegna,3394695481,associazioneculturale.ubuntu@gmail.com,https://www.facebook.com/Ubuntu-Autoproduzioni-culturali-536171716517719/timeline/,,,pagamento,26-OTT-15,Una nuova stagione teatrale con l'obiettivo di creare occasioni di incontro e confronto che siano di contenuto ma anche di spensieratezza e leggerezza.,&#34 DIAMOCI TEMPO&#34  &#232  il titolo della rassegna di quest'anno a cura dell'associazione UBUNTU - Autoproduzioni culturali  tempo per riflettere ed ascoltare  risorsa preziosa in una societ&#224  che corre a ritmi frenetici facendoci perdere il senso di comunit&#224   comunit&#224  che si riscopre anche attraverso il teatro  luogo di incontro fra gli attori e gli spettatori  non limitato al momento della rappresentazione  ma con la possibilit&#224  di conoscere e chiacchierare con gli artisti dopo lo spettacolo  degustando insieme i prodotti offerti  anche quest&#8217 anno  dalla COOP. UNATERRA/LA BIOTTEGA.&#13 &#10 &#13 &#10 ,Putignano,072036,BA,16-OTT-15,08-APR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9379#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9380
RASSEGNA DI CONCERTI 2015 - 11&#176  Concorso Internazionale di Clarinetto &#34 Saverio Mercadante&#34  ,rassegna,347.9194819,info@associazioneaulos.com,http://www.associazioneaulos.com,https://www.facebook.com/groups/271265819736018/,,gratis,05-OTT-15,Rassegna di concerti annessa all'11&#176  Concorso Internazionale di Clarinetto &#34 Saverio Mercadante&#34  che si svolge a Noci dal 16 ottobre al 22 novembre.,La &#34 Rassegna di Concerti 2015&#34   promossa nell'ambito dell'11&#176  Concorso Internazionale di Clarinetto &#34 Saverio Mercadante&#34   si svolger&#224  a Noci (Bari) dal 16 ottobre al 22 novembre.&#13 &#10 L'evento &#232  organizzato dalla Associazione Musico Culturale Aulos di Noci (Bari) in collaborazione con il Comune di Noci e il sostegno della Regione Puglia Assessorato al Mediterraneo Turismo e Cultura  Buffet-Crampon di Parigi  Banca di Credito Cooperativo di Alberobello e Sammichele di Bari  D'Addario Woodwind USA  European Foundation for Support of Culture  Palladium Music di Turi (Bari)  Gruppo Banca Carige Assicurazioni - Agenzia del Prof. Stanislao Morea  Riparcar - Noci (Bari)  Otr&#232  Wellness Club - Noci (Bari)  FerrariMusica  Vandoren di Parigi  Bode srl  Pomarico snc e UTEN di Noci. La manifestazione internazionale &#232  patrocinata dal Senato della Repubblica.,Noci,072031,BA,16-OTT-15,22-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9337#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9336#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9338
Le direzioni del racconto 2015 - 9^ Edizione,rassegna,3331260425,,,,,,22-OTT-15,Si rinnova all&#8217 Auditorium Vallisa di Bari  l&#8217 appuntamento con Le direzioni del racconto  il progetto sul teatro di narrazione realizzato dal ,Si rinnova all&#8217 Auditorium Vallisa di Bari  l&#8217 appuntamento con Le direzioni del racconto  il progetto sul teatro di narrazione realizzato dal Centro Diaghilev con il sostegno  del Comune di Bari-Assessorato alle Culture  la Regione Puglia-Assessorato al Mediterraneo e il Ministero per i Beni e le Attivit&#224  Culturali.  &#13 &#10 La manifestazione  giunta alla nona edizione  si incentra sul percorso che da anni l&#8217 attore e regista Paolo Panaro porta avanti con coerenza sul rapporto tra teatro e letteratura  scandagliando angoli remoti del patrimonio letterario di ogni tempo o presentando capolavori immortali. Il racconto  con le sue molteplici sfaccettature e direzioni  &#232  protagonista sulla scena e la comunicazione tra la parola scritta e lo spettatore diventa immediata  filtrata solo dalla voce e dal gesto del narratore  senza artifici e sovrapposizioni. Il risultato  nella sua essenziale semplicit&#224   &#232  di grande forza emotiva e di notevole coinvolgimento  come dimostra l&#8217 attenzione con cui il pubblico  in larga parte composto da giovani e studenti  ha seguito l&#8217 iniziativa nelle passate stagioni.&#13 &#10 Il programma elaborato per quest&#8217 anno si sofferma  inoltre  sulle possibili interconnessioni tra la parola e altre forme di espressione e si articola  tra nuove produzioni e riprese  in diversi capitoli affrontando autori e tematiche differenti e linguaggi narrativi compositi: Gioacchino Dandolfi e la scrittura comica nella commedia del &#8216 700  Giambattista Basile e Francesco Redi e il virtuosismo linguistico in epoca barocca  Jorge Luis Borges e l&#8217 infinita mutevolezza della parola  le Grandi narrazioni dai classici ai tempi moderni  Italo Calvino e la leggerezza del pensiero  Franz Kafka e il racconto delle inquietudini. Di particolare interesse la sezione Time Zones Literature  realizzata in collaborazione con  il &#8220 Festival Time Zones&#8221   in cui il poema eroico e cavalleresco  nell&#8217 interpretazione di Panaro  si intreccia con le sonorit&#224  contemporanee: &#8220 Gerusalemme liberata&#8221  di Torquato Tasso con Allessandra Celletti pianoforte (4 novembre)  &#8220 Orlando furioso&#8221  di Ludovico Ariosto con Francesco Scagliola live electronics (9 novembre)  &#8220 Il racconto di Enea&#8221  da Virgilio con Marco Malasomma live electronics (12 novembre)  &#8220 Il viaggio di Ulisse&#8221  da Omero con Marcello Magliocchi percussioni.&#13 &#10 Complessivamente saranno impegnati 22 artisti  tra attori e musicisti  per un totale di oltre 60 rappresentazioni (spettacoli  concerti letterari e letture sceniche)  alcune delle quali riservate alle scuole del comprensorio.&#13 &#10 ,Bari,072006,BA,22-OTT-15,13-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9732
Time Zones 2015 - 30^ Edizione,rassegna,338 5957238,info@timezones.it,http://www.timezones.it/,https://www.facebook.com/events/1493527910974078/,https://www.facebook.com/time.zones.festival?fref=nf,,12-OTT-15,Tra i pi&#249  innovativi e multidisciplinari festival italiani il TIME ZONES  con la direzione artistica di Gianluigi Trevisi  festeggia a Bari il suo ,Tra i pi&#249  innovativi e multidisciplinari festival italiani il TIME ZONES  con la direzione artistica di Gianluigi Trevisi  festeggia a Bari il suo trentesimo anno di vita con un programma di altissimo livello con pi&#249  di 25 performance distribuite in ben 16 appuntamenti.&#13 &#10 &#13 &#10 L'edizione 2015 spazier&#224  dal rock al jazz  passando per la musica classica e la poesia sonora per poi immergersi nella sperimentazione  utilizzando testi letterari per elaborare nuove narrazioni multisensoriali.&#13 &#10 &#13 &#10 Inoltre  in occasione dei 50 anni di Rubber Soul  Time Zones dedica un omaggio a John Lennon  la giornata  presentata da Enzo Gentile  vedr&#224  la proiezione dei suoi film sperimentali e di due pellicole nelle quali  in modo diverso  Lennon &#232  protagonista. Un modo per ripensare a questo grande artista in maniera originale e differente. Inoltre in collaborazione con Puglia Sounds nell&#8217 ambito delle manifestazioni collaterali del Medimex 2015  viene presentato un progetto appositamente immaginato da Nicola Conte per Time Zones. Assieme a lui sul palco un incredibile numero di star internazionali  fra cui Joseph Bowie  Jean Paul Bourelly e Jamaladeen Tacuma. Questi ultimi  nella stessa serata assieme a Dj Gea Russel  presentano il progetto BBRT &#8211  New Language  per una musica nata col preciso intento di portare l'ascoltatore in una nuova realt&#224  multidimensionale.&#13 &#10 Il 31 ottobre (sempre in collaborazione con Puglia Sounds per le manifestazioni collaterali del Medimex) verr&#224  dedicato un progetto al poeta del suono David Lang  con al centro l&#8217 esecuzione delle partiture che hanno accompagnato gli ultimi due film di Sorrentino (La grande Bellezza e Youth). Un lavoro curato dal maestro statunitense e da uno dei pi&#249  talentuosi musicisti del nostro territorio: il violinistaFrancesco D&#8217 Orazio. Ospiti d&#8217 onore del concerto alcune delle interpreti originali delle due colonne sonore: le scandinave Trio Mediaevaled il soprano coreano  gi&#224  interprete di se stessa in Youth  Su Mi Jo. Per scoprire in dettaglio il programma scarica l'allegato.&#13 &#10 ,Bari,072006,BA,23-OTT-15,30-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9169#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9493
Sagra del Fungo Cardoncello 2015,rassegna,,info@sagradelcardoncello.com,http://www.sagradelcardoncello.com/,,,,15-OTT-15,Con l'arrivo dell'autunno ritorna la sagra itinerante dedicata al Fungo Cardoncello. Sei weekend all'insegna dei sapori e degli odori dell'Alta Murgia,Con l'arrivo dell'autunno ritorna la sagra itinerante dedicata al Fungo Cardoncello. Sei weekend all'insegna dei sapori e degli odori dell'Alta Murgia tra i comuni di Minervino Murge  Spinazzola  Ruvo di Puglia  Gravina di Puglia  Poggiorsini  Cassano delle Murge.&#13 &#10 ,Bari,072006,BA,24-OTT-15,29-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9592
Quarta parete 2015 - 2^ Edizione,rassegna,0833 836240 &#8211  0833 571871,terrammareteatro@tiscali.it,http://www.terrammareteatro.it,,,,20-OTT-15,Torna per il secondo anno la rassegna Quarta Parete che  in questa nuova edizione  si apre ai diversi linguaggi delle arti performative. Non solo ,Torna per il secondo anno la rassegna Quarta Parete che  in questa nuova edizione  si apre ai diversi linguaggi delle arti performative. Non solo teatro  ma anche musica e danza  per una programmazione sempre pi&#249  ricca che possa portare al pubblico una esaustiva proposta delle pi&#249  interessanti produzioni artistiche contemporanee.&#13 &#10 TerramMare Teatro  in collaborazione con il Comune di Nard&#242   nell&#8217 ambito del progetto di residenza teatrale che la vede gestire il Teatro Comunale dal 2008  propone una rassegna con 7 appuntamenti  di cui alcuni in doppia replica  che vedranno alternarsi sulla scena numerosi artisti e compagnie tra cui: Vladimir Olshansky  uno dei pi&#249  importanti nomi dell&#8217 arte del clown  Toni Servillo  uno degli attori italiani contemporanei pi&#249  importanti  la compagnia Balletto del Sud  la giovane compagnia  La Fabbrica dei Gesti e  la compagnia Montecarlo Live. Con Quarta Parete riprende la programmazione del Teatro Comunale di Nard&#242  che anche quest&#8217 anno sar&#224  ricca e articolata  uno spazio sempre vivo e partecipato che negli anni ha visto crescere la presenza di un pubblico sempre pi&#249  affezionato e interessato. ,Nardo',075052,LE,25-OTT-15,28-NOV-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9652
10^ Rassegna Chitarristica della Puglia &#35 AssociazioneDeFalla,rassegna,347.60.52.769,orchestradefalla@fastwebnet.it,http://www.orchestradichitarredefalla.it/index.asp?page=37,http://www.orchestradichitarredefalla.it/,http://www.facebook.com/orchestradefalla,pagamento,26-OTT-15,10^ Rassegna Chitarristica della Puglia organizzata dall'Associazione Culturale e Musicale De Falla con la direzione Artistica a cura del M&#176  Pasquale Scarola.&#13 &#10 &#13 &#10 ,10^ Rassegna Chitarristica della Puglia  /  STAGIONE  2015&#13 &#10 La Rassegna abbraccer&#224  le pi&#249  svariate tematiche musicali: Classica  Jazz  Flamenco  Folklore Sudamericano  Autori Moderni.&#13 &#10 La particolarit&#224  di creare una Rassegna che pur appartenendo al mondo della musica classica  riesce a vantare un programma estremamente accattivante  innovativo ed eterogeneo  &#232  l&#8217  elemento vincente e alla base della sua crescita anno dopo anno  che riesce ad attirare e a far appassionare un pubblico vasto e dai pi&#249  svariati gusti musicali  che non rimane mai deluso!&#13 &#10 Evento patrocinato dalla Regione Puglia  - Assessorato al Mediterraneo  Turismo   Cultura e Spettacolo  Comune di Bari - Assessorato Culture e Turismo  Citt&#224  Metropolitana di Bari. Organizzata dall'Associazione Culturale e Musicale De Falla. Direzione Artistica a cura del M&#176  Pasquale Scarola.,Bari,072006,BA,25-OTT-15,27-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9725#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9726#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9727#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9728#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9729
Dissonanze Contemporanee - Mostra collettiva,semplice, 393. 885 2965 389.4952423 ,info@ilbellodelbeltrani.it,,,,pagamento,21-OTT-15,Trani ospita la mostra collettiva di arte contemporanea. &#13 &#10 &#13 &#10 Un insieme di dipinti realizzati da mani diverse  ma legati  in questo percorso di ,Trani ospita la mostra collettiva di arte contemporanea. &#13 &#10 &#13 &#10 Un insieme di dipinti realizzati da mani diverse  ma legati  in questo percorso di convivenza artistica  in cui si cattura il movimento che scaturisce dall&#8217 energia come un&#8217 anima che vibra nella luce e d&#224  continuit&#224  al messaggio della passione.&#13 &#10 &#13 &#10 Un viaggio che s&#8217 intreccia e si amalgama in un equilibrio di ampio scenario che racchiude il pensiero gioioso ed il tormento di dissonanze che sono il punto strategico di questa mostra contemporanea. Gli artisti in mostra sono: Nicola Sguera  Marcella Sacino  Rosa Iacobone  Arturo Avossa  Antonella Magliozzi  Michele Riefolo.&#13 &#10 &#13 &#10 La mostra &#232  patrocinata dal comune di Trani  con la collaborazione di : ACLI Arte e spettacolo  ATS &#8221  Il bello del Beltrani &#8220   e il contributo dell&#8217 Avvocato Antonio Di Pinto e la Galleria Art Gallery 56. In mostra  fuori collettiva  anche opere dei maestri Francesco Catalano e Guerino Levita.&#13 &#10 ,Trani,110009,BT,28-OTT-15,19-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9692
INTRAMOENIA EXTRA ART 2015 - CASA FUTURA PIETRA,rassegna,3333136946,info@ecletticaweb.it,http://www.intramoeniaextrart.it/casafuturapietra,https://www.facebook.com/Eclettica-Cultura-dellarte-192000684143998/,http://www.intramoeniaextrart.it,gratis,04-NOV-15,Nello spirito di INTRAMOENIA EXTRA ART  modello di museo temporaneo diffuso che privilegia come &#8220 luogo del contemporaneo&#8221  la Puglia  CASA FUTURA ,Nello spirito di INTRAMOENIA EXTRA ART  modello di museo temporaneo diffuso che privilegia come &#8220 luogo del contemporaneo&#8221  la Puglia  CASA FUTURA PIETRA trae suggestione da grotte  cave  dolmen e luoghi della citt&#224  di Bisceglie  spostandosi nel Parco dell&#8217 Alta Murgia  nella Cava dei Dinosauri presso Altamura con le performance e installazioni e una mostra collettiva finale degli artisti BIZHAN BASSIRI  FILIPPO BERTA  ALVIN CURRAN  PIETRO DI TERLIZZI  JIMMY DURHAM  TONY FIORENTINO  VITO MAIULLARI  UGO LA PIETRA  KEI NAKAMURA  IRENE PETRAFESA  SERGIO RACANATI  VEDOVAMAZZEI.   &#13 &#10 &#13 &#10 CASA FUTURA PIETRA nasce nello spirito di INTRAMOENIA EXTRA ART  modello di museo temporaneo diffuso  e WATERSHED progetto europeo multidisciplinare attento all'attrattivit&#224  paesaggistica e monumentale. In Puglia  il curatore Giusy Caroppo e l'architetto Tommaso Martimucci  rintracciano un rapporto tra uomo e territorio &#8220 scultoreo&#8221   sintetizzandone il dialogo nell&#8217 elemento pietra che &#232  anche elemento di congiunzione tra la citt&#224  antica  arcaica  con quella dell&#8217 oggi e del futuro  rappresentata dalle forme contemporanee di linguaggio  comunicazione  costruzione.&#8232  Nella rassegna  suoni e performance sono a sottolineare la vita che c&#8217 &#232  nel materiale lapideo e calcareo  per raccontarsi  anche attraverso tracce dipinte  sintetizzate  scolpite  proiettate. Si inizia al Dolmen di Bisceglie  e in alcuni spazi urbani  spostandosi nel Parco dell&#8217 Alta Murgia  nella Cava dei Dinosauri presso Altamura  per concludersi con una mostra finale nel restaurato Palazzo Tupputi sempre a Biscegle  alla quale partecipano gli artisti invitati: BIZHAN BASSIRI  FILIPPO BERTA  ALVIN CURRAN  PIETRO DI TERLIZZI  JIMMY DURHAM  TONY FIORENTINO  VITO MAIULLARI  UGO LA PIETRA  KEI NAKAMURA  IRENE PETRAFESA  SERGIO RACANATI  VEDOVAMAZZEI.Il 2 dicembre 2015  al Teatro Margherita di Bari sar&#224  offerta in un inedito &#34 talk(art)show&#34   la sintesi dei 10 anni del progetto INTRAMOENIA EXTRA ART.,Bisceglie,110003,BT,01-NOV-15,31-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9759#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9760#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9761
Stagione di Prosa '15 '16 - Comune di Martina Franca,rassegna,0804805080,,http://www.teatropubblicopugliese.it/teatro/teatro-verdi_69.html,http://www.teatropubblicopugliese.it,,pagamento,06-NOV-15,Il Teatro Pubblico Pugliese e il Comune di Martina Franca presentano una ricca Stagione di Prosa con spettacoli a partire da Novembre 2015 sino ad ,Il Teatro Pubblico Pugliese e il Comune di Martina Franca presentano una ricca Stagione di Prosa con spettacoli a partire da Novembre 2015 sino ad Aprile 2016 presso il Teatro Verdi di Martina Franca (TA).,Martina Franca,073013,TA,04-NOV-15,21-APR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9978#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9976#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9977
Food &#38 Skine - Folie di personalit&#224  in uno scatto d&#8217 autore,semplice, 0832 328259,info@verdalia.it,http://www.brunobarillari.com,http://www.verdalia.it/,,gratis,30-OTT-15,Un progetto espositivo che vede insieme l&#8217 estro del fotografo Barillari e la verve culinaria di Antonio Raffaele executive chef e sommelier del ,Un progetto espositivo che vede insieme l&#8217 estro del fotografo Barillari e la verve culinaria di Antonio Raffaele executive chef e sommelier del ristorante Folie del Verdalia. Il ristorante Folie  inserito nel parco di Verdalia di Villa Convento  ospita &#34 Food&#38 Skin. Folie di personalit&#224  in uno scatto d&#8217 autore&#34   progetto esecutivo del fotografo Bruno Barillari  che per l&#8217 occasione si &#232  avvalso della vis creativa dell&#8217 Executive Chef Antonio Raffaele  per una mostra fuori dai canoni della food photography.&#13 &#10 &#13 &#10 Si tratta di sei scatti d&#8217 autore che raccontano l&#8217 equazione possibile tra il cibo che nutre il corpo e diventa tutt&#8217 uno con la pelle e l&#8217 arte che ritrae il cibo diventando nutrimento per l&#8217 anima. In che modo? Ma con un pizzico di folie  naturalmente. Cos&#236  non c&#8217 &#232  da sorprendersi se le macaron au foi gras diventa una sorta di tacco a spillo  icona di seduzione e chiaro omaggio allo stilista calzaturiero Christian Louboutin  o se il polpo ai profumi del mondo racchiude la variet&#224  cromatica della tavolozza del pittore capace di ritrarre oltre il visibile e il convenzionale. Oppure se l&#8217 escabeche trova posto sulla pelle levigata di un dorso di donna (sirena?) richiamo alla mediterraneit&#224 . &#13 &#10 &#13 &#10 Cos&#236  da elementi semplici si ottengono per magia pietre preziose da incastonare in anelli di pasta: l&#8217 acqua di ostriche e rapa rossa diventano rubino oppure smeraldo se a cristallizzarsi &#232  l&#8217 acqua di vongole con la lattuga di mare. Barillari &#232  riuscito a cogliere la bellezza di queste stupefacenti architetture del gusto che nei suoi scatti d&#8217 autore sfidano la percezione visiva prima ancora di quella olfattiva e gustativa. Il catalogo  pubblicato da Il Raggio Verde edizioni  sar&#224  in distribuzione gratuita presso il Folie. Partner dell&#8217 iniziativa Pasta De Castro e Michele Cal&#242  &#38  Figli Vini d&#8217 autore in Salento dal 1954. ,Novoli,075055,LE,06-NOV-15,05-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9849#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9850#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9851
Stagione di Prosa '15 '16 - Comune di Barletta,rassegna, 0883-332456 / 0883-332522,,http://www.teatrocurci.it,http://www.teatropubblicopugliese.it/,http://www.teatropubblicopugliese.it/teatro/teatro-curci_50.html,pagamento,06-NOV-15,Il Teatro Pubblico Pugliese e il Comune di Barletta presentano una ricca Stagione di Prosa con spettacoli a partire da novembre 2015 sino a aprile ,Il Teatro Pubblico Pugliese e il Comune di Barletta presentano una ricca Stagione di Prosa con spettacoli a partire da novembre 2015 sino a aprile 2016 presso il Teatro Curci di Barletta (BAT).,Barletta,110002,BT,06-NOV-15,17-APR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9462#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9463#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9464
Teatri di terra: fuoco d'inverno,rassegna, 0831 330353 - 335 8037241,teatrolalunanelpozzo@gmail.com,http://www.la-luna-nel-pozzo.com/teatri-di-terra-fuoco-dinverno/,,,pagamento,04-NOV-15,Non si vive di solo pane.&#13 &#10 Ci vogliono anche il vino  il teatro e da pi&#249  di dieci anni  ogni estate La Luna nel Pozzo offre tutto questo al suo ,Non si vive di solo pane.&#13 &#10 Ci vogliono anche il vino  il teatro&#8230 e da pi&#249  di dieci anni  ogni estate La Luna nel Pozzo offre tutto questo al suo pubblico. Per il secondo anno  anche d&#8217 inverno.&#13 &#10 &#13 &#10 Nutrire allo stesso tempo la mente  la pancia  il cuore &#232  il desiderio che fa nascere &#8220 Teatri di Terra: Fuoco d&#8217 inverno&#8221   una rassegna invernale per i grandi. Nella dimensione intima del teatro da camera presentiamo sette spettacoli di grande spessore.&#13 &#10 &#13 &#10 Dopo lo spettacolo  una grande tavolata: un&#8217 ottima cena  un buon bicchiere di vino  le chiacchierate  le nuove conoscenze  le risate. Cultura a misura nostra.&#13 &#10 &#13 &#10 E non dimentichiamo i bambini: il 6 gennaio ci sar&#224  la Festa della Befana con racconti  musica e danze intorno al fuoco&#8230 &#13 &#10 ,Ostuni,074012,BR,07-NOV-15,12-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9921
STAGIONE CONCERTISTICA &#34 BRINDISICLASSICA&#34  2015/2016 - XXXI EDIZIONE,rassegna,0831581949 - 3288440033,assrota@libero.it,http://www.associazioneninorota.it,,,pagamento,12-NOV-15,La stagione concertistica &#34 BrindisiClassica&#34   in programma a Brindisi nel periodo novembre 2015 / aprile 2016  &#232  una rassegna di musica colta che si articola in 16 appuntamenti  comprendenti concerti e spettacoli musicali di vario genere  allestiti in diverse locations (Nuovo Teatro Verdi  Salone di rappresentanza della Provincia  Auditorium ex convento S. Chiara e Auditorium IPSSAR &#34 S. Pertini&#34 ).&#13 &#10 ,L'inaugurazione &#232  riservata a quattro giovani talenti della lirica  vincitori e finalisti del Concorso Internazionale &#34 A.Giacomotti&#34  di Voghera. Seguir&#224  l'ensemble &#34 Romabarocca&#34  di Lorenzo Tozzi con Matteo Scarpelli alla tromba  da solista  e in duetto virtuosistico con il soprano Carla Ferrari. Squisitamente al femminile i due successivi appuntamenti: l'Orchestra Femminile del Mediterraneo  diretta da Antonella De Angelis con la solista Francesca Salvemini al flauto e l'originale duo pianistico formato da Paola Biondi e Debora Brunialti  che interagir&#224  con la poesia di Alda Merini  interpretata dalla voce calda e suadente di Sara Bevilacqua. &#200  poi la volta del &#34 Trio Friedrich&#34   con un repertorio da Mozart a Bruch e Piazzolla. Novit&#224  della stagione uno spettacolo per i pi&#249  piccoli con l'opera musicale per ensemble strumentale e voci animate &#34 Il sole  di chi &#232 ?&#34   musiche di Silvia Colasanti su testo di Roberto Piumini  l'allestimento coinvolger&#224  per le scene ed i costumi gli studenti del I.I.S.S. &#34 Marzolla-Simone-Durano&#34  e dell'Istituto Professionale &#34 F. L. Morvillo Falcone&#34  di Brindisi. La parte autunnale si conclude con il recital dell'eclettico pianista jazz Danilo Rea e con l'esilarante spettacolo di musica e teatro di Massimo Lopez con la Jazz Company. &#13 &#10 Da gennaio a marzo il cartellone propone una miniserie di concerti di musica da camera con artisti italiani e stranieri di grande spessore e un repertorio classico  di musica da film  canzone d'autore e sperimentale.  ,Brindisi,074001,BR,07-NOV-15,23-APR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9286#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9393
TEATRO IN TASCA XXI EDIZIONE,rassegna,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,14-OTT-15,C&#8217 era una volta il teatro  il luogo dell&#8217 anima. &#13 &#10 Il luogo dove le emozioni entrano senza bussare  senza chiedere. Dove si aprono porte e passaggi,C&#8217 era una volta il teatro  il luogo dell&#8217 anima. &#13 &#10 Il luogo dove le emozioni entrano senza bussare  senza chiedere. Dove si aprono porte e passaggi segreti  dove la vita offre infinite possibilit&#224  per restare e ci si pu&#242  lanciare senza paracadute. Un territorio neutrale fuori da ogni giurisdizione  un mondo magico in cui solo le cose pi&#249  vere  quelle sognate  accadono  ci sono tramonti di cartone  alberi di legno  palazzi costruiti con la luce  spade di carta stagnola  bolle di sapone e mari di stoffa per navigare. E poi  ci sono le persone in carne e passione. Persone dietro le quinte  persone sul palco  persone nella sala  che di questo &#232  fatto il teatro. Avanti  entrate. Mettetevi comodi  tutto &#232  pronto&#8230 &#13 &#10 ,Lecce,075035,LE,08-NOV-15,03-APR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9590
Stagione di Prosa '15 '16 - Comune di Foggia,rassegna,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-giordano_348.html,,pagamento,09-NOV-15,Il Teatro Pubblico Pugliese e il Comune di Foggia presentano una ricca Stagione di Prosa con spettacoli a partire da novembre 2015 sino ad aprile 2016,Il Teatro Pubblico Pugliese e il Comune di Foggia presentano una ricca Stagione di Prosa con spettacoli a partire da novembre 2015 sino ad aprile 2016 presso il Teatro Giordano di Foggia (FG).,Foggia,071024,FG,09-NOV-15,14-APR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9631#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9632#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9633
